case_id,browser,chatgpt_login,shopai_app,merchant,campaign,conversation,expected_result,observed_result,status,evidence
U015-092,mobile_browser,logged_out,not_connected,merchant_B,instagram_bio,repeat_open,Web landing resolves active/public merchant_B; campaign validated in web session; ChatGPT login may be required; preserve context only if independently verified; ShopAI connection step may be required; Merchant must be explicitly selected/confirmed and server-validated; no automatic context transfer assumed; Check repeat_open behavior independently,Not observed; real account/device and published app required,external verification required,
U015-093,mobile_browser,logged_out,not_connected,invalid_slug,absent,new_conversation,Web landing rejects merchant (404); no scoped ChatGPT claim; ChatGPT login may be required; preserve context only if independently verified; ShopAI connection step may be required; Invalid merchant must not become ChatGPT scope; Check new_conversation behavior independently,Not observed; real account/device and published app required,external verification required,
U015-094,mobile_browser,logged_out,not_connected,invalid_slug,absent,repeat_open,Web landing rejects merchant (404); no scoped ChatGPT claim; ChatGPT login may be required; preserve context only if independently verified; ShopAI connection step may be required; Invalid merchant must not become ChatGPT scope; Check repeat_open behavior independently,Not observed; real account/device and published app required,external verification required,
U015-095,mobile_browser,logged_out,not_connected,invalid_slug,instagram_bio,new_conversation,Web landing rejects merchant (404); no scoped ChatGPT claim; ChatGPT login may be required; preserve context only if independently verified; ShopAI connection step may be required; Invalid merchant must not become ChatGPT scope; Check new_conversation behavior independently,Not observed; real account/device and published app required,external verification required,
U015-096,mobile_browser,logged_out,not_connected,invalid_slug,instagram_bio,repeat_open,Web landing rejects merchant (404); no scoped ChatGPT claim; ChatGPT login may be required; preserve context only if independently verified; ShopAI connection step may be required; Invalid merchant must not become ChatGPT scope; Check repeat_open behavior independently,Not observed; real account/device and published app required,external verification required,
U015-097,instagram_in_app_browser,logged_in,connected,merchant_A,absent,new_conversation,Web landing resolves active/public merchant_A; no campaign; ChatGPT login already present; ShopAI connection present; Merchant must be explicitly selected/confirmed and server-validated; no automatic context transfer assumed; Check new_conversation behavior independently,Not observed; real account/device and published app required,external verification required,
U015-098,instagram_in_app_browser,logged_in,connected,merchant_A,absent,repeat_open,Web landing resolves active/public merchant_A; no campaign; ChatGPT login already present; ShopAI connection present; Merchant must be explicitly selected/confirmed and server-validated; no automatic context transfer assumed; Check repeat_open behavior independently,Not observed; real account/device and published app required,external verification required,
U015-099,instagram_in_app_browser,logged_in,connected,merchant_A,instagram_bio,new_conversation,Web landing resolves active/public merchant_A; campaign validated in web session; ChatGPT login already present; ShopAI connection present; Merchant must be explicitly selected/confirmed and server-validated; no automatic context transfer assumed; Check new_conversation behavior independently,Not observed; real account/device and published app required,external verification required,
U015-100,instagram_in_app_browser,logged_in,connected,merchant_A,instagram_bio,repeat_open,Web landing resolves active/public merchant_A; campaign validated in web session; ChatGPT login already present; ShopAI connection present; Merchant must be explicitly selected/confirmed and server-validated; no automatic context transfer assumed; Check repeat_open behavior independently,Not observed; real account/device and published app required,external verification required,
U015-101,instagram_in_app_browser,logged_in,connected,merchant_B,absent,new_conversation,Web landing resolves active/public merchant_B; no campaign; ChatGPT login already present; ShopAI connection present; Merchant must be explicitly selected/confirmed and server-validated; no automatic context transfer assumed; Check new_conversation behavior independently,Not observed; real account/device and published app required,external verification required,
U015-102,instagram_in_app_browser,logged_in,connected,merchant_B,absent,repeat_open,Web landing resolves active/public merchant_B; no campaign; ChatGPT login already present; ShopAI connection present; Merchant must be explicitly selected/confirmed and server-validated; no automatic context transfer assumed; Check repeat_open behavior independently,Not observed; real account/device and published app required,external verification required,
U015-103,instagram_in_app_browser,logged_in,connected,merchant_B,instagram_bio,new_conversation,Web landing resolves active/public merchant_B; campaign validated in web session; ChatGPT login already present; ShopAI connection present; Merchant must be explicitly selected/confirmed and server-validated; no automatic context transfer assumed; Check new_conversation behavior independently,Not observed; real account/device and published app required,external verification required,
U015-104,instagram_in_app_browser,logged_in,connected,merchant_B,instagram_bio,repeat_open,Web landing resolves active/public merchant_B; campaign validated in web session; ChatGPT login already present; ShopAI connection present; Merchant must be explicitly selected/confirmed and server-validated; no automatic context transfer assumed; Check repeat_open behavior independently,Not observed; real account/device and published app required,external verification required,
U015-105,instagram_in_app_browser,logged_in,connected,invalid_slug,absent,new_conversation,Web landing rejects merchant (404); no scoped ChatGPT claim; ChatGPT login already present; ShopAI connection present; Invalid merchant must not become ChatGPT scope; Check new_conversation behavior independently,Not observed; real account/device and published app required,external verification required,
U015-106,instagram_in_app_browser,logged_in,connected,invalid_slug,absent,repeat_open,Web landing rejects merchant (404); no scoped ChatGPT claim; ChatGPT login already present; ShopAI connection present; Invalid merchant must not become ChatGPT scope; Check repeat_open behavior independently,Not observed; real account/device and published app required,external verification required,
U015-107,instagram_in_app_browser,logged_in,connected,invalid_slug,instagram_bio,new_conversation,Web landing rejects merchant (404); no scoped ChatGPT claim; ChatGPT login already present; ShopAI connection present; Invalid merchant must not become ChatGPT scope; Check new_conversation behavior independently,Not observed; real account/device and published app required,external verification required,
U015-108,instagram_in_app_browser,logged_in,connected,invalid_slug,instagram_bio,repeat_open,Web landing rejects merchant (404); no scoped ChatGPT claim; ChatGPT login already present; ShopAI connection present; Invalid merchant must not become ChatGPT scope; Check repeat_open behavior independently,Not observed; real account/device and published app required,external verification required,
U015-109,instagram_in_app_browser,logged_in,not_connected,merchant_A,absent,new_conversation,Web landing resolves active/public merchant_A; no campaign; ChatGPT login already present; ShopAI connection step may be required; Merchant must be explicitly selected/confirmed and server-validated; no automatic context transfer assumed; Check new_conversation behavior independently,Not observed; real account/device and published app required,external verification required,
U015-110,instagram_in_app_browser,logged_in,not_connected,merchant_A,absent,repeat_open,Web landing resolves active/public merchant_A; no campaign; ChatGPT login already present; ShopAI connection step may be required; Merchant must be explicitly selected/confirmed and server-validated; no automatic context transfer assumed; Check repeat_open behavior independently,Not observed; real account/device and published app required,external verification required,
U015-111,instagram_in_app_browser,logged_in,not_connected,merchant_A,instagram_bio,new_conversation,Web landing resolves active/public merchant_A; campaign validated in web session; ChatGPT login already present; ShopAI connection step may be required; Merchant must be explicitly selected/confirmed and server-validated; no automatic context transfer assumed; Check new_conversation behavior independently,Not observed; real account/device and published app required,external verification required,
U015-112,instagram_in_app_browser,logged_in,not_connected,merchant_A,instagram_bio,repeat_open,Web landing resolves active/public merchant_A; campaign validated in web session; ChatGPT login already present; ShopAI connection step may be required; Merchant must be explicitly selected/confirmed and server-validated; no automatic context transfer assumed; Check repeat_open behavior independently,Not observed; real account/device and published app required,external verification required,
U015-113,instagram_in_app_browser,logged_in,not_connected,merchant_B,absent,new_conversation,Web landing resolves active/public merchant_B; no campaign; ChatGPT login already present; ShopAI connection step may be required; Merchant must be explicitly selected/confirmed and server-validated; no automatic context transfer assumed; Check new_conversation behavior independently,Not observed; real account/device and published app required,external verification required,
U015-114,instagram_in_app_browser,logged_in,not_connected,merchant_B,absent,repeat_open,Web landing resolves active/public merchant_B; no campaign; ChatGPT login already present; ShopAI connection step may be required; Merchant must be explicitly selected/confirmed and server-validated; no automatic context transfer assumed; Check repeat_open behavior independently,Not observed; real account/device and published app required,external verification required,
U015-115,instagram_in_app_browser,logged_in,not_connected,merchant_B,instagram_bio,new_conversation,Web landing resolves active/public merchant_B; campaign validated in web session; ChatGPT login already present; ShopAI connection step may be required; Merchant must be explicitly selected/confirmed and server-validated; no automatic context transfer assumed; Check new_conversation behavior independently,Not observed; real account/device and published app required,external verification required,
U015-116,instagram_in_app_browser,logged_in,not_connected,merchant_B,instagram_bio,repeat_open,Web landing resolves active/public merchant_B; campaign validated in web session; ChatGPT login already present; ShopAI connection step may be required; Merchant must be explicitly selected/confirmed and server-validated; no automatic context transfer assumed; Check repeat_open behavior independently,Not observed; real account/device and published app required,external verification required,
U015-117,instagram_in_app_browser,logged_in,not_connected,invalid_slug,absent,new_conversation,Web landing rejects merchant (404); no scoped ChatGPT claim; ChatGPT login already present; ShopAI connection step may be required; Invalid merchant must not become ChatGPT scope; Check new_conversation behavior independently,Not observed; real account/device and published app required,external verification required,
U015-118,instagram_in_app_browser,logged_in,not_connected,invalid_slug,absent,repeat_open,Web landing rejects merchant (404); no scoped ChatGPT claim; ChatGPT login already present; ShopAI connection step may be required; Invalid merchant must not become ChatGPT scope; Check repeat_open behavior independently,Not observed; real account/device and published app required,external verification required,
U015-119,instagram_in_app_browser,logged_in,not_connected,invalid_slug,instagram_bio,new_conversation,Web landing rejects merchant (404); no scoped ChatGPT claim; ChatGPT login already present; ShopAI connection step may be required; Invalid merchant must not become ChatGPT scope; Check new_conversation behavior independently,Not observed; real account/device and published app required,external verification required,
U015-120,instagram_in_app_browser,logged_in,not_connected,invalid_slug,instagram_bio,repeat_open,Web landing rejects merchant (404); no scoped ChatGPT claim; ChatGPT login already present; ShopAI connection step may be required; Invalid merchant must not become ChatGPT scope; Check repeat_open behavior independently,Not observed; real account/device and published app required,external verification required,
U015-121,instagram_in_app_browser,logged_out,connected,merchant_A,absent,new_conversation,Web landing resolves active/public merchant_A; no campaign; ChatGPT login may be required; preserve context only if independently verified; ShopAI connection present; Merchant must be explicitly selected/confirmed and server-validated; no automatic context transfer assumed; Check new_conversation behavior independently,Not observed; real account/device and published app required,external verification required,
U015-122,instagram_in_app_browser,logged_out,connected,merchant_A,absent,repeat_open,Web landing resolves active/public merchant_A; no campaign; ChatGPT login may be required; preserve context only if independently verified; ShopAI connection present; Merchant must be explicitly selected/confirmed and server-validated; no automatic context transfer assumed; Check repeat_open behavior independently,Not observed; real account/device and published app required,external verification required,
U015-123,instagram_in_app_browser,logged_out,connected,merchant_A,instagram_bio,new_conversation,Web landing resolves active/public merchant_A; campaign validated in web session; ChatGPT login may be required; preserve context only if independently verified; ShopAI connection present; Merchant must be explicitly selected/confirmed and server-validated; no automatic context transfer assumed; Check new_conversation behavior independently,Not observed; real account/device and published app required,external verification required,
U015-124,instagram_in_app_browser,logged_out,connected,merchant_A,instagram_bio,repeat_open,Web landing resolves active/public merchant_A; campaign validated in web session; ChatGPT login may be required; preserve context only if independently verified; ShopAI connection present; Merchant must be explicitly selected/confirmed and server-validated; no automatic context transfer assumed; Check repeat_open behavior independently,Not observed; real account/device and published app required,external verification required,
U015-125,instagram_in_app_browser,logged_out,connected,merchant_B,absent,new_conversation,Web landing resolves active/public merchant_B; no campaign; ChatGPT login may be required; preserve context only if independently verified; ShopAI connection present; Merchant must be explicitly selected/confirmed and server-validated; no automatic context transfer assumed; Check new_conversation behavior independently,Not observed; real account/device and published app required,external verification required,
U015-126,instagram_in_app_browser,logged_out,connected,merchant_B,absent,repeat_open,Web landing resolves active/public merchant_B; no campaign; ChatGPT login may be required; preserve context only if independently verified; ShopAI connection present; Merchant must be explicitly selected/confirmed and server-validated; no automatic context transfer assumed; Check repeat_open behavior independently,Not observed; real account/device and published app required,external verification required,
U015-127,instagram_in_app_browser,logged_out,connected,merchant_B,instagram_bio,new_conversation,Web landing resolves active/public merchant_B; campaign validated in web session; ChatGPT login may be required; preserve context only if independently verified; ShopAI connection present; Merchant must be explicitly selected/confirmed and server-validated; no automatic context transfer assumed; Check new_conversation behavior independently,Not observed; real account/device and published app required,external verification required,
U015-128,instagram_in_app_browser,logged_out,connected,merchant_B,instagram_bio,repeat_open,Web landing resolves active/public merchant_B; campaign validated in web session; ChatGPT login may be required; preserve context only if independently verified; ShopAI connection present; Merchant must be explicitly selected/confirmed and server-validated; no automatic context transfer assumed; Check repeat_open behavior independently,Not observed; real account/device and published app required,external verification required,
U015-129,instagram_in_app_browser,logged_out,connected,invalid_slug,absent,new_conversation,Web landing rejects merchant (404); no scoped ChatGPT claim; ChatGPT login may be required; preserve context only if independently verified; ShopAI connection present; Invalid merchant must not become ChatGPT scope; Check new_conversation behavior independently,Not observed; real account/device and published app required,external verification required,
U015-130,instagram_in_app_browser,logged_out,connected,invalid_slug,absent,repeat_open,Web landing rejects merchant (404); no scoped ChatGPT claim; ChatGPT login may be required; preserve context only if independently verified; ShopAI connection present; Invalid merchant must not become ChatGPT scope; Check repeat_open behavior independently,Not observed; real account/device and published app required,external verification required,
U015-131,instagram_in_app_browser,logged_out,connected,invalid_slug,instagram_bio,new_conversation,Web landing rejects merchant (404); no scoped ChatGPT claim; ChatGPT login may be required; preserve context only if independently verified; ShopAI connection present; Invalid merchant must not become ChatGPT scope; Check new_conversation behavior independently,Not observed; real account/device and published app required,external verification required,
U015-132,instagram_in_app_browser,logged_out,connected,invalid_slug,instagram_bio,repeat_open,Web landing rejects merchant (404); no scoped ChatGPT claim; ChatGPT login may be required; preserve context only if independently verified; ShopAI connection present; Invalid merchant must not become ChatGPT scope; Check repeat_open behavior independently,Not observed; real account/device and published app required,external verification required,
U015-133,instagram_in_app_browser,logged_out,not_connected,merchant_A,absent,new_conversation,Web landing resolves active/public merchant_A; no campaign; ChatGPT login may be required; preserve context only if independently verified; ShopAI connection step may be required; Merchant must be explicitly selected/confirmed and server-validated; no automatic context transfer assumed; Check new_conversation behavior independently,Not observed; real account/device and published app required,external verification required,
U015-134,instagram_in_app_browser,logged_out,not_connected,merchant_A,absent,repeat_open,Web landing resolves active/public merchant_A; no campaign; ChatGPT login may be required; preserve context only if independently verified; ShopAI connection step may be required; Merchant must be explicitly selected/confirmed and server-validated; no automatic context transfer assumed; Check repeat_open behavior independently,Not observed; real account/device and published app required,external verification required,
U015-135,instagram_in_app_browser,logged_out,not_connected,merchant_A,instagram_bio,new_conversation,Web landing resolves active/public merchant_A; campaign validated in web session; ChatGPT login may be required; preserve context only if independently verified; ShopAI connection step may be required; Merchant must be explicitly selected/confirmed and server-validated; no automatic context transfer assumed; Check new_conversation behavior independently,Not observed; real account/device and published app required,external verification required,
U015-136,instagram_in_app_browser,logged_out,not_connected,merchant_A,instagram_bio,repeat_open,Web landing resolves active/public merchant_A; campaign validated in web session; ChatGPT login may be required; preserve context only if independently verified; ShopAI connection step may be required; Merchant must be explicitly selected/confirmed and server-validated; no automatic context transfer assumed; Check repeat_open behavior independently,Not observed; real account/device and published app required,external verification required,
U015-137,instagram_in_app_browser,logged_out,not_connected,merchant_B,absent,new_conversation,Web landing resolves active/public merchant_B; no campaign; ChatGPT login may be required; preserve context only if independently verified; ShopAI connection step may be required; Merchant must be explicitly selected/confirmed and server-validated; no automatic context transfer assumed; Check new_conversation behavior independently,Not observed; real account/device and published app required,external verification required,
U015-138,instagram_in_app_browser,logged_out,not_connected,merchant_B,absent,repeat_open,Web landing resolves active/public merchant_B; no campaign; ChatGPT login may be required; preserve context only if independently verified; ShopAI connection step may be required; Merchant must be explicitly selected/confirmed and server-validated; no automatic context transfer assumed; Check repeat_open behavior independently,Not observed; real account/device and published app required,external verification required,
U015-139,instagram_in_app_browser,logged_out,not_connected,merchant_B,instagram_bio,new_conversation,Web landing resolves active/public merchant_B; campaign validated in web session; ChatGPT login may be required; preserve context only if independently verified; ShopAI connection step may be required; Merchant must be explicitly selected/confirmed and server-validated; no automatic context transfer assumed; Check new_conversation behavior independently,Not observed; real account/device and published app required,external verification required,
U015-140,instagram_in_app_browser,logged_out,not_connected,merchant_B,instagram_bio,repeat_open,Web landing resolves active/public merchant_B; campaign validated in web session; ChatGPT login may be required; preserve context only if independently verified; ShopAI connection step may be required; Merchant must be explicitly selected/confirmed and server-validated; no automatic context transfer assumed; Check repeat_open behavior independently,Not observed; real account/device and published app required,external verification required,
U015-141,instagram_in_app_browser,logged_out,not_connected,invalid_slug,absent,new_conversation,Web landing rejects merchant (404); no scoped ChatGPT claim; ChatGPT login may be required; preserve context only if independently verified; ShopAI connection step may be required; Invalid merchant must not become ChatGPT scope; Check new_conversation behavior independently,Not observed; real account/device and published app required,external verification required,
U015-142,instagram_in_app_browser,logged_out,not_connected,invalid_slug,absent,repeat_open,Web landing rejects merchant (404); no scoped ChatGPT claim; ChatGPT login may be required; preserve context only if independently verified; ShopAI connection step may be required; Invalid merchant must not become ChatGPT scope; Check repeat_open behavior independently,Not observed; real account/device and published app required,external verification required,
U015-143,instagram_in_app_browser,logged_out,not_connected,invalid_slug,instagram_bio,new_conversation,Web landing rejects merchant (404); no scoped ChatGPT claim; ChatGPT login may be required; preserve context only if independently verified; ShopAI connection step may be required; Invalid merchant must not become ChatGPT scope; Check new_conversation behavior independently,Not observed; real account/device and published app required,external verification required,
U015-144,instagram_in_app_browser,logged_out,not_connected,invalid_slug,instagram_bio,repeat_open,Web landing rejects merchant (404); no scoped ChatGPT claim; ChatGPT login may be required; preserve context only if independently verified; ShopAI connection step may be required; Invalid merchant must not become ChatGPT scope; Check repeat_open behavior independently,Not observed; real account/device and published app required,external verification required,
